H,574221,CHEMBL566315,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O,CHEMBL566315,INT-747,INT-747,0.5073,1,22,1.35
H,1248731,CHEMBL1908360,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CHEMBL1908360,"EVEROLIMUS, EVEROLIM","EVEROLIMUS, EVEROLIM",0.4984,1,23,1.41
H,255566,CHEMBL156791,CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl,CHEMBL156791,CLORANOLOL,CLORANOLOL,0.4962,1,24,1.48
H,675225,CHEMBL1201274,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,CHEMBL1201274,LEVOBETAXOLOL,LEVOBETAXOLOL,0.4949,1,25,1.54
H,254975,CHEMBL1290,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,CHEMBL1290,PENBUTOLOL,PENBUTOLOL,0.4905,1,26,1.6
H,142808,CHEMBL90555,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL90555,VINCRISTINE,VINCRISTINE,0.4904,1,27,1.66
H,257016,CHEMBL1301,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,CHEMBL1301,HYDROXYSTILBAMIDINE,HYDROXYSTILBAMIDINE,0.4886,1,28,1.72
H,426660,CHEMBL255863,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,CHEMBL255863,NILOTINIB,NILOTINIB,0.4816,1,29,1.78
H,180370,CHEMBL324665,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,CHEMBL324665,CARAZOLOL,CARAZOLOL,0.4815,1,30,1.85
H,27569,CHEMBL434394,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,CHEMBL1201731,"NEBIVOLOL HCL","NEBIVOLOL HCL",0.4783,1,31,1.91
H,10099,CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,CHEMBL275742,DEXPROPRANOLOL,DEXPROPRANOLOL,0.4686,1,32,1.97
H,418411,CHEMBL1490,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,CHEMBL1490,TRIHEXYPHENIDYL,TRIHEXYPHENIDYL,0.4673,1,33,2.03
H,100929,CHEMBL305380,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,CHEMBL305380,BUPRANOLOL,BUPRANOLOL,0.4669,1,34,2.09
H,674761,CHEMBL1200810,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O,CHEMBL1200810,DOXERCALCIFEROL,DOXERCALCIFEROL,0.4621,1,35,2.15
H,612198,CHEMBL1076347,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,CHEMBL1076347,TRICLOCARBAN,TRICLOCARBAN,0.4616,1,36,2.21
H,675133,CHEMBL1201182,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CHEMBL1201182,TEMSIROLIMUS,TEMSIROLIMUS,0.4599,1,37,2.28
H,338934,CHEMBL1401,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CHEMBL1401,NITAZOXANIDE,NITAZOXANIDE,0.4584,1,38,2.34
H,125261,CHEMBL1040,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,CHEMBL1040,CALCIFEDIOL,CALCIFEDIOL,0.4579,1,39,2.4
H,169652,CHEMBL1131,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,CHEMBL1131,ACITRETIN,ACITRETIN,0.457,1,40,2.46
H,469732,CHEMBL1625,COc1ccc(C(=O)c2ccccc2)c(O)c1,CHEMBL1625,OXYBENZONE,OXYBENZONE,0.4514,1,41,2.52
H,1528018,CHEMBL2338329,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,CHEMBL2338329,FG-4592,FG-4592,0.4477,1,42,2.58
H,1377881,CHEMBL2105611,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC[C@@H](O)C(C)C)C[C@@H](O)C[C@@H]1O,CHEMBL2105611,TACALCITOL,TACALCITOL,0.4469,1,43,2.64
H,1243552,CHEMBL1902981,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,CHEMBL1902981,EPERISONE,EPERISONE,0.4436,1,44,2.71
H,378218,CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,CHEMBL1448,NICLOSAMIDE,NICLOSAMIDE,0.443,1,45,2.77
H,214408,CHEMBL334491,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,CHEMBL334491,BUDIPINE,BUDIPINE,0.4384,1,46,2.83
H,699372,CHEMBL1237021,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,CHEMBL1237021,LURASIDONE,LURASIDONE,0.4322,1,47,2.89
H,1448219,CHEMBL2216870,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,CHEMBL2216870,CAL-101,CAL-101,0.4259,2,48,2.95
H,3666,CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL50,QUERCETIN,QUERCETIN,0.4241,1,49,3.01
H,1344709,CHEMBL2035187,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1,CHEMBL2035187,PACRITINIB,PACRITINIB,0.4102,2,50,3.08
H,674828,CHEMBL1200877,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,CHEMBL1200877,FLUMETHASONE-PIVALAT,FLUMETHASONE-PIVALAT,0.4081,1,51,3.14
H,229088,CHEMBL136497,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,CHEMBL136497,IRSOGLADINE,IRSOGLADINE,0.4068,1,52,3.2
H,554892,CHEMBL1726,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CHEMBL1726,NISOLDIPINE,NISOLDIPINE,0.4022,1,53,3.26
H,29005,CHEMBL680,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,CHEMBL680,CEFACLOR,CEFACLOR,0.3978,1,54,3.32
H,422175,CHEMBL254328,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,CHEMBL254328,ABIRATERONE,ABIRATERONE,0.3975,1,55,3.38
H,716337,CHEMBL1289926,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CHEMBL1289926,AXITINIB,AXITINIB,0.3944,1,56,3.44
H,255477,CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,CHEMBL1294,QUINIDINE,QUINIDINE,0.3909,1,57,3.51
H,675842,CHEMBL1201891,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CHEMBL1201891,DEFLAZACORT,DEFLAZACORT,0.3895,1,58,3.57
H,675116,CHEMBL1201165,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,CHEMBL1201165,QUINESTROL,QUINESTROL,0.3887,1,59,3.63
H,145542,CHEMBL90568,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,CHEMBL90568,DIOSMETIN,DIOSMETIN,0.3872,1,60,3.69
H,5528,CHEMBL471,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,CHEMBL471,SOTALOL,SOTALOL,0.3853,1,61,3.75
H,127941,CHEMBL81379,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,CHEMBL81379,RETINALDEHYDE,RETINALDEHYDE,0.3836,1,62,3.81
H,267163,CHEMBL1323,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,CHEMBL1323,DARUNAVIR,DARUNAVIR,0.38,2,63,3.87
H,33307,CHEMBL24778,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,CHEMBL24778,SILODOSIN,SILODOSIN,0.3783,1,64,3.94
H,716009,CHEMBL1289601,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,CHEMBL1289601,LENVATINIB,LENVATINIB,0.3778,1,65,4.0
H,150436,CHEMBL93298,CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1,CHEMBL93298,AROTINOLOL,AROTINOLOL,0.3775,1,66,4.06
H,822,CHEMBL266195,C=CCc1ccccc1OCC(O)CNC(C)C,CHEMBL266195,ALPRENOLOL,ALPRENOLOL,0.3773,1,67,4.12
H,14440,CHEMBL107,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,CHEMBL107,COLCHICINE,COLCHICINE,0.376,1,68,4.18
H,8543,CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,CHEMBL500,PINDOLOL,PINDOLOL,0.3758,1,69,4.24
H,12428,CHEMBL529,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,CHEMBL529,AZITHROMYCIN,AZITHROMYCIN,0.3754,1,70,4.31
H,351701,CHEMBL211456,CN[C@@H](C)[C@H](O)c1ccccc1,CHEMBL2146102,"(+)-EPHEDRINE (HYDRO","(+)-EPHEDRINE (HYDRO",0.3718,1,71,4.37
H,66311,CHEMBL43064,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL43064,CINNARIZINE,CINNARIZINE,0.3702,1,72,4.43
H,138698,CHEMBL314010,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,CHEMBL314010,BEVANTOLOL,BEVANTOLOL,0.3675,1,73,4.49
H,1370,CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,CHEMBL27,PROPRANOLOL,PROPRANOLOL,0.3664,1,74,4.55
H,796225,CHEMBL1372341,O=C(O)c1cc(O)c2c3nc4ccccc4oc-3cc(=O)c2n1,CHEMBL1372341,PIRENOXINE,PIRENOXINE,0.3657,1,75,4.61
H,701175,CHEMBL1241951,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,CHEMBL1241951,LETERMOVIR,LETERMOVIR,0.3651,1,76,4.67
H,1379891,CHEMBL2107621,CCOC(=O)N1CSC[C@H]1C(=O)O,CHEMBL2107621,TELMESTEINE,TELMESTEINE,0.3645,1,77,4.74
H,1013960,CHEMBL1590076,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CC[C@@H](O)C(C)(C)O,CHEMBL1590076,SECALCIFEROL,SECALCIFEROL,0.3632,1,78,4.8
H,55033,CHEMBL815,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,CHEMBL815,DINOPROST,DINOPROST,0.3611,1,79,4.86
H,682523,CHEMBL1208572,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,CHEMBL1208572,SALINOMYCIN,SALINOMYCIN,0.357,1,80,4.92
H,63100,CHEMBL43452,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CHEMBL43452,POMALIDOMIDE,POMALIDOMIDE,0.3563,1,81,4.98
H,9277,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,PHYSOSTIGMINE,PHYSOSTIGMINE,0.353,1,82,5.04
H,418413,CHEMBL253371,CCN(CCCc1ccccc1)CCCc1ccccc1,CHEMBL253371,ALVERINE,ALVERINE,0.3515,1,83,5.1
H,1763584,CHEMBL3301622,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,CHEMBL3301622,"GILTERITINIB (ASP221","GILTERITINIB (ASP221",0.351,1,84,5.17
H,2341391,CHEMBL4303520,Brc1ccc(NC2C3CC4CC(C3)CC2C4)cc1,CHEMBL4303520,BROMANTAN,BROMANTAN,0.3495,1,85,5.23
H,1377345,CHEMBL2105075,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,CHEMBL2105075,FLOCTAFENINE,FLOCTAFENINE,0.3441,1,86,5.29
H,1383524,CHEMBL2111084,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C,CHEMBL2111084,"CKD 602","CKD 602",0.3416,1,87,5.35
H,255534,CHEMBL1297,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,CHEMBL1297,FENOPROFEN,FENOPROFEN,0.3412,1,88,5.41
H,151063,CHEMBL1101,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,CHEMBL1101,BIPERIDEN,BIPERIDEN,0.3402,1,89,5.47
H,119498,CHEMBL1023,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,CHEMBL1023,BEXAROTENE,BEXAROTENE,0.3402,1,90,5.54
H,112102,CHEMBL302795,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CHEMBL302795,TENOXICAM,TENOXICAM,0.3342,1,91,5.6
H,1763640,CHEMBL3301669,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,CHEMBL3301669,DALBAVANCIN,DALBAVANCIN,0.334,1,92,5.66
H,1377987,CHEMBL2105717,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,CHEMBL2105717,CABOZANTINIB,CABOZANTINIB,0.3291,1,93,5.72
H,1378859,CHEMBL2106589,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,CHEMBL2106589,ENOCITABINE,ENOCITABINE,0.3288,1,94,5.78
H,924,CHEMBL269732,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,CHEMBL269732,TACROLIMUS,TACROLIMUS,0.3285,1,95,5.84
H,16456,CHEMBL277522,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,CHEMBL277522,FENBUFEN,FENBUFEN,0.3282,1,96,5.9
H,2341108,CHEMBL4303237,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)N1CC(F)(F)C1,CHEMBL4303237,KPT-276,KPT-276,0.328,1,97,5.97
H,900489,CHEMBL1476605,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,CHEMBL1476605,CLOFOCTOL,CLOFOCTOL,0.3255,1,98,6.03
H,31857,CHEMBL697,CN1C(=O)CC(C)(c2ccccc2)C1=O,CHEMBL697,METHSUXIMIDE,METHSUXIMIDE,0.324,1,99,6.09
H,33589,CHEMBL25202,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,CHEMBL25202,TAMIBAROTENE,TAMIBAROTENE,0.3232,1,100,6.15
H,453578,CHEMBL1580,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,CHEMBL1580,PENTOSTATIN,PENTOSTATIN,0.3229,1,101,6.21
H,32869,CHEMBL701,NCC(CC(=O)O)c1ccc(Cl)cc1,CHEMBL701,(R)-BACLOFEN,(R)-BACLOFEN,0.3217,1,102,6.27
H,1817518,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,AZD9291,AZD9291,0.3216,1,103,6.33
H,675222,CHEMBL1201271,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,CHEMBL1201271,BUCLIZINE,BUCLIZINE,0.3205,1,104,6.4
H,421317,CHEMBL1519,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,CHEMBL1519,TRANDOLAPRIL,TRANDOLAPRIL,0.3202,1,105,6.46
H,564410,CHEMBL550936,CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,CHEMBL550936,BALAPIRAVIR,BALAPIRAVIR,0.3201,1,106,6.52
H,1204084,CHEMBL1863513,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,CHEMBL1863513,"INGENOL-3-ANGELATE, ","INGENOL-3-ANGELATE, ",0.3195,1,107,6.58
H,674858,CHEMBL1200907,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,CHEMBL1200907,TRILOSTANE,TRILOSTANE,0.3178,1,108,6.64
H,250908,CHEMBL1282,CC(C)Cn1cnc2c(N)nc3ccccc3c21,CHEMBL1282,IMIQUIMOD,IMIQUIMOD,0.3174,2,109,6.7
H,674920,CHEMBL1200969,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,CHEMBL1200969,DUTASTERIDE,DUTASTERIDE,0.3162,1,110,6.77
H,618127,CHEMBL1078261,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,CHEMBL2359059,"PROPIVERINE HYDROCHL","PROPIVERINE HYDROCHL",0.3138,1,111,6.83
H,96021,CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,CHEMBL972,R-SELEGILINE,R-SELEGILINE,0.3132,1,112,6.89
H,1378192,CHEMBL2105922,CC(=O)NCCCCCC(=O)O,CHEMBL2105922,"ACEXAMIC ACID","ACEXAMIC ACID",0.3113,1,113,6.95
H,374719,CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,CHEMBL223228,EFAVIRENZ,EFAVIRENZ,0.3102,1,114,7.01
H,1209273,CHEMBL1868702,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,CHEMBL1868702,GESTRINONE,GESTRINONE,0.3099,1,115,7.07
H,1376685,CHEMBL2104415,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,CHEMBL2104415,MOXIDECTIN,MOXIDECTIN,0.3085,1,116,7.13
H,204823,CHEMBL123693,CCCCCC(C)N,CHEMBL123693,TUAMINOHEPTANE,TUAMINOHEPTANE,0.3062,1,117,7.2
